"Label","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","LarvalRecords.PlateID","LarvalRecords.Row","LarvalRecords.Column","LarvalRecords.NestID","LarvalRecords.Comments","LarvalRecords.CreatedDate","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","MeanOtolithLength","OLEstimateAge","MeanDailyIncrements","LarvalOtoliths.Comments","LarvalOtoliths.CreatedDate","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","DischargeMean","WaterTempMean","pH.Instantaneous","TurbidityMean","DOInstantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X","Y","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","GoTName","TwoPartName","TwoPartGoTName","ThreePartName","ThreePartGoTName","Field0","Genetics.ID","Genetics.LarvaID","Genetics.PlateID","Genetics.Row","Genetics.Column","raceCladeName","raceCladeNumber","CladeName","cladeNumber","cladeGoTName","Genetics.NestID","NestGoTName","Sibling","Genetics.Comments","Genetics.CreatedDate","ageOL","hatchdoy","incTime","spawn"
"M20131128-378","378","851","","","C:\DBImages\Larva\378.jpg","10.252","10.633374","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A"," 1","NA","","29-Aug-14","378","NA"," NA"," NA","C:\DBImages\O1\O1_378.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_378.jpg","  NA","NA","G"," 3","A"," NA","   NA","   NA","  NA","","28-Aug-14","851","28-Nov-13","Drift net 2","00-Jan-00","403670","404493"," 823","  NA","   NA","00-Jan-00","1029405","1029510","105","added a mill"," TRUE"," TRUE","FALSE","","","28/11/2013 15:27","29/11/2013 9:31","18:04","29-Nov-13",""," NA","625840","34768.8889","464.0","1005952","  5","NA","NA","NA","","18.06667","     NA","2013","332","30-Nov-13","Murramore"," 986","28-Nov-13","Angle Crossing"," 359.786","21.049","7.036","  6.820"," 93.420","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.630317","      NA"
"L2013124-379","379","858","","","C:\DBImages\Larva\379.jpg","11.092","11.504622","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A"," 2","NA","","01-Sep-14","379","NA"," NA"," NA","C:\DBImages\O1\O1_379.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_379.jpg","  NA","NA","G"," 4","A"," NA","   NA","   NA","  NA","","29-Aug-14","858","04-Dec-13","Drift net 1","00-Jan-00","508234","508718"," 484","26.1","21.50","00-Jan-00"," 948215"," 948550","335","Camera on board. Dropped cod end in water. Lost a little"," TRUE"," TRUE","FALSE","","","4/12/2013 16:25","5/12/2013 10:23","17:58","05-Dec-13",""," NA","440316","25900.9412","409.5"," 882882"," 21","NA","NA","NA","","17.96667","     NA","2013","338","09-Dec-13","Lanyon"," 992","04-Dec-13","Angle Crossing"," 259.660","22.573","6.892","  6.272"," 93.313","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 5.613809","      NA"
"L2013124-380","380","858","","","C:\DBImages\Larva\380.jpg","10.701","11.099077","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A"," 3","NA","","01-Sep-14","380","NA"," NA"," NA","C:\DBImages\O1\O1_380.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_380.jpg","  NA","NA","G"," 5","A"," NA","   NA","   NA","  NA","","29-Aug-14","858","04-Dec-13","Drift net 1","00-Jan-00","508234","508718"," 484","26.1","21.50","00-Jan-00"," 948215"," 948550","335","Camera on board. Dropped cod end in water. Lost a little"," TRUE"," TRUE","FALSE","","","4/12/2013 16:25","5/12/2013 10:23","17:58","05-Dec-13",""," NA","440316","25900.9412","409.5"," 882882"," 21","NA","NA","NA","","17.96667","     NA","2013","338","09-Dec-13","Lanyon"," 992","04-Dec-13","Angle Crossing"," 259.660","22.573","6.892","  6.272"," 93.313","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 5.613809","      NA"
"L2013124-381","381","859","","","C:\DBImages\Larva\381.jpg","11.321","11.742141","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A"," 4","NA","","01-Sep-14","381","NA"," NA"," NA","C:\DBImages\O1\O1_381.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_381.jpg","  NA","NA","G"," 6","A"," NA","   NA","   NA","  NA","","29-Aug-14","859","04-Dec-13","Drift net 2","00-Jan-00","326892","327101"," 209","26.1","21.50","00-Jan-00"," 404368"," 404460"," 92",""," TRUE"," TRUE","FALSE","","rained overnight","4/12/2013 16:27","5/12/2013 10:21","17:54","05-Dec-13",""," NA"," 77568"," 4562.8235","150.5"," 323274"," 29","NA","NA","NA","","17.90000","     NA","2013","338","09-Dec-13","Lanyon"," 992","04-Dec-13","Angle Crossing"," 259.660","22.573","6.892","  6.272"," 93.313","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 5.613809","      NA"
"L2013124-382","382","859","","","C:\DBImages\Larva\382.jpg","11.189","11.605231","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A"," 5","NA","","01-Sep-14","382","NA"," NA"," NA","C:\DBImages\O1\O1_382.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_382.jpg","  NA","NA","G"," 7","A"," NA","   NA","   NA","  NA","","29-Aug-14","859","04-Dec-13","Drift net 2","00-Jan-00","326892","327101"," 209","26.1","21.50","00-Jan-00"," 404368"," 404460"," 92",""," TRUE"," TRUE","FALSE","","rained overnight","4/12/2013 16:27","5/12/2013 10:21","17:54","05-Dec-13",""," NA"," 77568"," 4562.8235","150.5"," 323274"," 29","NA","NA","NA","","17.90000","     NA","2013","338","09-Dec-13","Lanyon"," 992","04-Dec-13","Angle Crossing"," 259.660","22.573","6.892","  6.272"," 93.313","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 5.613809","      NA"
"L2013124-383","383","859","","","C:\DBImages\Larva\383.jpg","11.510","11.938172","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A"," 6","NA","","01-Sep-14","383","NA"," NA"," NA","C:\DBImages\O1\O1_383.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_383.jpg","  NA","NA","G"," 8","A"," NA","   NA","   NA","  NA","","29-Aug-14","859","04-Dec-13","Drift net 2","00-Jan-00","326892","327101"," 209","26.1","21.50","00-Jan-00"," 404368"," 404460"," 92",""," TRUE"," TRUE","FALSE","","rained overnight","4/12/2013 16:27","5/12/2013 10:21","17:54","05-Dec-13",""," NA"," 77568"," 4562.8235","150.5"," 323274"," 29","NA","NA","NA","","17.90000","     NA","2013","338","09-Dec-13","Lanyon"," 992","04-Dec-13","Angle Crossing"," 259.660","22.573","6.892","  6.272"," 93.313","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 5.613809","      NA"
"B2013125-384","384","862","","","C:\DBImages\Larva\384.jpg","10.911","11.316889","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A"," 7","NA","","02-Sep-14","384","NA"," NA"," NA","C:\DBImages\O1\O1_384.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_384.jpg","  NA","NA","G"," 9","A"," NA","   NA","   NA","  NA","","29-Aug-14","862","05-Dec-13","Drift net 1","00-Jan-00","948932","950006","1074","22.9","21.80","00-Jan-00","1298307","1298559","252","added a mill. Had camera on board","FALSE","FALSE","FALSE","","","5/12/2013 15:07","6/12/2013 11:06","19:59","06-Dec-13",""," NA","349627","18401.4211","663.0","1589874","  1","NA","NA","NA","","19.98333","     NA","2013","339","10-Dec-13","Bullen Range"," 993","05-Dec-13","Angle Crossing"," 254.978","20.619","6.934","  6.544"," 91.964","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.917127","      NA"
"B2013125-385","385","863","","","C:\DBImages\Larva\385.jpg","10.411","10.798289","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A"," 8","NA","","02-Sep-14","385","NA"," NA"," NA","C:\DBImages\O1\O1_385.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_385.jpg","  NA","NA","G","10","A"," NA","   NA","   NA","  NA","","01-Sep-14","863","05-Dec-13","Drift net 2","00-Jan-00","404483","404575","  92","22.9","21.80","00-Jan-00"," 487137"," 487160"," 23",""," TRUE","FALSE","FALSE","","","5/12/2013 15:09","6/12/2013 11:05","19:56","06-Dec-13",""," NA"," 82677"," 4351.4211"," 57.5"," 137540","  3","NA","NA","NA","","19.93333","     NA","2013","339","10-Dec-13","Bullen Range"," 993","05-Dec-13","Angle Crossing"," 254.978","20.619","6.934","  6.544"," 91.964","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.917127","      NA"
"B2013125-386","386","863","","","C:\DBImages\Larva\386.jpg","10.879","11.283699","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A"," 9","NA","","02-Sep-14","386","NA"," NA"," NA","C:\DBImages\O1\O1_386.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_386.jpg","  NA","NA","G"," 1","B"," NA","   NA","   NA","  NA","","01-Sep-14","863","05-Dec-13","Drift net 2","00-Jan-00","404483","404575","  92","22.9","21.80","00-Jan-00"," 487137"," 487160"," 23",""," TRUE","FALSE","FALSE","","","5/12/2013 15:09","6/12/2013 11:05","19:56","06-Dec-13",""," NA"," 82677"," 4351.4211"," 57.5"," 137540","  3","NA","NA","NA","","19.93333","     NA","2013","339","10-Dec-13","Bullen Range"," 993","05-Dec-13","Angle Crossing"," 254.978","20.619","6.934","  6.544"," 91.964","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.917127","      NA"
"B2013125-387","387","863","","","C:\DBImages\Larva\387.jpg","10.125","10.501650","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A","10","NA","","02-Sep-14","387","NA"," NA"," NA","C:\DBImages\O1\O1_387.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_387.jpg","  NA","NA","G"," 2","B"," NA","   NA","   NA","  NA","","01-Sep-14","863","05-Dec-13","Drift net 2","00-Jan-00","404483","404575","  92","22.9","21.80","00-Jan-00"," 487137"," 487160"," 23",""," TRUE","FALSE","FALSE","","","5/12/2013 15:09","6/12/2013 11:05","19:56","06-Dec-13",""," NA"," 82677"," 4351.4211"," 57.5"," 137540","  3","NA","NA","NA","","19.93333","     NA","2013","339","10-Dec-13","Bullen Range"," 993","05-Dec-13","Angle Crossing"," 254.978","20.619","6.934","  6.544"," 91.964","5","Murrumbidgee","NA","NA","Bullen Range","-35.37628","148.9857","S35°22’34.60”, E148°59’08.40”","-35.37450","148.9841","680234.8","6083618","527.4","231917.4","34906.3","35414","M2G Project Information Document","Fairvale","Sample","0.27","65","5.0","Low gradient, confined valley with floodplain pockets","8","35","Kings Landing","Bottom","Westeros","Lower","The Reach","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.917127","      NA"
"M2013125-388","388","864","","","C:\DBImages\Larva\388.jpg","10.945","11.352154","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A","11","NA","","02-Sep-14","388","NA"," NA"," NA","C:\DBImages\O1\O1_388.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_388.jpg","  NA","NA","G"," 3","B"," NA","   NA","   NA","  NA","","01-Sep-14","864","05-Dec-13","Drift net 8","00-Jan-00","797278","797987"," 709","22.6","19.80","00-Jan-00"," 819504"," 819792","288","","FALSE","FALSE","FALSE","","","5/12/2013 13:58","6/12/2013 9:39","19:41","06-Dec-13",""," NA"," 22514"," 1184.9474","498.5","1177457","127","NA","NA","NA","","19.68333","     NA","2013","339","10-Dec-13","Murramore"," 993","05-Dec-13","Angle Crossing"," 254.978","20.619","6.934","  6.544"," 91.964","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.917127","      NA"
"M2013125-389","389","864","","","C:\DBImages\Larva\389.jpg","10.027","10.400004","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","A","12","NA","","02-Sep-14","389","NA"," NA"," NA","C:\DBImages\O1\O1_389.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_389.jpg","  NA","NA","G"," 4","B"," NA","   NA","   NA","  NA","","01-Sep-14","864","05-Dec-13","Drift net 8","00-Jan-00","797278","797987"," 709","22.6","19.80","00-Jan-00"," 819504"," 819792","288","","FALSE","FALSE","FALSE","","","5/12/2013 13:58","6/12/2013 9:39","19:41","06-Dec-13",""," NA"," 22514"," 1184.9474","498.5","1177457","127","NA","NA","NA","","19.68333","     NA","2013","339","10-Dec-13","Murramore"," 993","05-Dec-13","Angle Crossing"," 254.978","20.619","6.934","  6.544"," 91.964","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.917127","      NA"
"M2013125-390","390","864","","","C:\DBImages\Larva\390.jpg","11.195","11.611454","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B"," 1","NA","","02-Sep-14","390","NA"," NA"," NA","C:\DBImages\O1\O1_390.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_390.jpg","  NA","NA","G"," 5","B"," NA","   NA","   NA","  NA","","02-Sep-14","864","05-Dec-13","Drift net 8","00-Jan-00","797278","797987"," 709","22.6","19.80","00-Jan-00"," 819504"," 819792","288","","FALSE","FALSE","FALSE","","","5/12/2013 13:58","6/12/2013 9:39","19:41","06-Dec-13",""," NA"," 22514"," 1184.9474","498.5","1177457","127","NA","NA","NA","","19.68333","     NA","2013","339","10-Dec-13","Murramore"," 993","05-Dec-13","Angle Crossing"," 254.978","20.619","6.934","  6.544"," 91.964","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.917127","      NA"
"M2013125-391","391","864","","","C:\DBImages\Larva\391.jpg"," 9.815","10.180118","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B"," 2","NA","","02-Sep-14","391","NA"," NA"," NA","C:\DBImages\O1\O1_391.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_391.jpg","  NA","NA","G"," 6","B"," NA","   NA","   NA","  NA","","02-Sep-14","864","05-Dec-13","Drift net 8","00-Jan-00","797278","797987"," 709","22.6","19.80","00-Jan-00"," 819504"," 819792","288","","FALSE","FALSE","FALSE","","","5/12/2013 13:58","6/12/2013 9:39","19:41","06-Dec-13",""," NA"," 22514"," 1184.9474","498.5","1177457","127","NA","NA","NA","","19.68333","     NA","2013","339","10-Dec-13","Murramore"," 993","05-Dec-13","Angle Crossing"," 254.978","20.619","6.934","  6.544"," 91.964","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.917127","      NA"
"M2013125-392","392","864","","","C:\DBImages\Larva\392.jpg","10.849","11.252583","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B"," 3","NA","","02-Sep-14","392","NA"," NA"," NA","C:\DBImages\O1\O1_392.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_392.jpg","  NA","NA","G"," 7","B"," NA","   NA","   NA","  NA","","02-Sep-14","864","05-Dec-13","Drift net 8","00-Jan-00","797278","797987"," 709","22.6","19.80","00-Jan-00"," 819504"," 819792","288","","FALSE","FALSE","FALSE","","","5/12/2013 13:58","6/12/2013 9:39","19:41","06-Dec-13",""," NA"," 22514"," 1184.9474","498.5","1177457","127","NA","NA","NA","","19.68333","     NA","2013","339","10-Dec-13","Murramore"," 993","05-Dec-13","Angle Crossing"," 254.978","20.619","6.934","  6.544"," 91.964","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.917127","      NA"
"L20131211-393","393","869","","","C:\DBImages\Larva\393.jpg","10.398","10.784806","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B"," 4","NA","","02-Sep-14","393","NA"," NA"," NA","C:\DBImages\O1\O1_393.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_393.jpg","  NA","NA","G"," 8","B"," NA","   NA","   NA","  NA","","02-Sep-14","869","11-Dec-13","Drift net 1","00-Jan-00","334228","334316","  88","  NA","   NA","00-Jan-00"," 714079"," 714592","513","camera"," TRUE"," TRUE","FALSE","","","11/12/2013 15:22","12/12/2013 9:45","18:23","12-Dec-13",""," NA","380364","21131.3333","300.5"," 662903","143","NA","NA","NA","","18.38333","     NA","2013","345","14-Dec-13","Lanyon"," 999","11-Dec-13","Angle Crossing"," 266.084","21.420","7.195","  6.578"," 90.842","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.382860","      NA"
"L20131211-394","394","869","","","C:\DBImages\Larva\394.jpg","10.160","10.537952","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B"," 5","NA","","02-Sep-14","394","NA"," NA"," NA","C:\DBImages\O1\O1_394.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_394.jpg","  NA","NA","G"," 9","B"," NA","   NA","   NA","  NA","","02-Sep-14","869","11-Dec-13","Drift net 1","00-Jan-00","334228","334316","  88","  NA","   NA","00-Jan-00"," 714079"," 714592","513","camera"," TRUE"," TRUE","FALSE","","","11/12/2013 15:22","12/12/2013 9:45","18:23","12-Dec-13",""," NA","380364","21131.3333","300.5"," 662903","143","NA","NA","NA","","18.38333","     NA","2013","345","14-Dec-13","Lanyon"," 999","11-Dec-13","Angle Crossing"," 266.084","21.420","7.195","  6.578"," 90.842","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.382860","      NA"
"L20131211-395","395","869","","","C:\DBImages\Larva\395.jpg","11.147","11.561668","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B"," 6","NA","","02-Sep-14","395","NA"," NA"," NA","C:\DBImages\O1\O1_395.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_395.jpg","  NA","NA","G","10","B"," NA","   NA","   NA","  NA","","02-Sep-14","869","11-Dec-13","Drift net 1","00-Jan-00","334228","334316","  88","  NA","   NA","00-Jan-00"," 714079"," 714592","513","camera"," TRUE"," TRUE","FALSE","","","11/12/2013 15:22","12/12/2013 9:45","18:23","12-Dec-13",""," NA","380364","21131.3333","300.5"," 662903","143","NA","NA","NA","","18.38333","     NA","2013","345","14-Dec-13","Lanyon"," 999","11-Dec-13","Angle Crossing"," 266.084","21.420","7.195","  6.578"," 90.842","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.382860","      NA"
