"Label","Row.names","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","PlateID","Row","Column","NestID","LarvalRecords.Comments","LarvalRecords.CreatedDate","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","MeanOtolithLength","OLEstimateAge","MeanDailyIncrements","LarvalOtoliths.Comments","LarvalOtoliths.CreatedDate","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","DischargeMean","WaterTempMean","pH.Instantaneous","TurbidityMean","DOInstantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X.x","Y","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","Field0","ageOL","hatchdoy","incTime","spawn","nestdist","cladeNo.x","cladeNo.y","clade","X.y","X.1","X.2","X.3"
"K2013117-187","K2013117-187","187","794","A3","M. peelii","C:\DBImages\Larva\187.jpg","10.946","11.353191","NA","Alan Couch","NA","-24.18","17.43","3.15","0.91","Wild caught Murrumbidgee","2013A","A"," 3","NA","","10-Feb-14","187","2","240","200","C:\DBImages\O1\O1_0187.jpg","250","1.20","NA","260","190","C:\DBImages\O2\O2C_0040.jpg","1.37"," 4","C"," 5","D","4.0","250.0","14.82","  NA","","10-Feb-14","794","07-Nov-13","Drift net 3","00-Jan-00","128199","128520"," 321","21.2","21.3","00-Jan-00"," 194555"," 194618"," 63","","TRUE"," TRUE"," TRUE","5 in ethanol
5 frozen

2 bug jars with all sample for validation.","","7/11/2013 15:31","8/11/2013 9:04","17:33","08-Nov-13","","NA"," 66419"," 3907.000","192.0"," 404352"," 10","NA","NA","NA","","17.55000","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.326","19.420","7.312"," 5.465","95.178","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.82272","296.1773"," 7.716860","288.4604","19429.9093"," 3"," 3","hK1","NA","NA","NA",""
"K2013117-188","K2013117-188","188","794","A4","M. peelii","C:\DBImages\Larva\188.jpg","10.621","11.016101","NA","Alan Couch","NA","-23.93","17.31","3.20","0.86","Wild caught Murrumbidgee","2013A","A"," 4","NA","","10-Feb-14","188","2","260","190","C:\DBImages\O1\O1_0188.jpg","240","1.37","NA","235","180","C:\DBImages\O2\O2C_0041.jpg","1.31"," 4","C"," 6","D","3.0","247.5","14.67","  NA","","10-Feb-14","794","07-Nov-13","Drift net 3","00-Jan-00","128199","128520"," 321","21.2","21.3","00-Jan-00"," 194555"," 194618"," 63","","TRUE"," TRUE"," TRUE","5 in ethanol
5 frozen

2 bug jars with all sample for validation.","","7/11/2013 15:31","8/11/2013 9:04","17:33","08-Nov-13","","NA"," 66419"," 3907.000","192.0"," 404352"," 10","NA","NA","NA","","17.55000","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.326","19.420","7.312"," 5.465","95.178","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.67483","296.3252"," 7.716860","288.6083","19607.5324"," 3"," 3","hK1","NA","NA","NA",""
"K2013117-189","K2013117-189","189","794","A5","M. peelii","C:\DBImages\Larva\189.jpg"," 9.543"," 9.898000","NA","Alan Couch","NA","-24.39","17.35","3.19","0.79","Wild caught Murrumbidgee","2013A","A"," 5","NA","","10-Feb-14","189","2","250","200","C:\DBImages\O1\O1_0189.jpg","260","1.25","NA","250","195","C:\DBImages\O2\O2C_0042.jpg","1.28"," 4","C"," 7","D","3.5","250.0","14.82","  NA","","10-Feb-14","794","07-Nov-13","Drift net 3","00-Jan-00","128199","128520"," 321","21.2","21.3","00-Jan-00"," 194555"," 194618"," 63","","TRUE"," TRUE"," TRUE","5 in ethanol
5 frozen

2 bug jars with all sample for validation.","","7/11/2013 15:31","8/11/2013 9:04","17:33","08-Nov-13","","NA"," 66419"," 3907.000","192.0"," 404352"," 10","NA","NA","NA","","17.55000","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.326","19.420","7.312"," 5.465","95.178","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.82272","296.1773"," 7.716860","288.4604","19429.9093"," 3"," 3","hK1","NA","NA","NA",""
"K2013117-190","K2013117-190","190","793","A6","M. peelii","C:\DBImages\Larva\190.jpg","11.097","11.509808","16","Alan Couch","NA","-24.27","17.34","3.17","0.93","Wild caught Murrumbidgee","2013A","A"," 6","NA","","10-Feb-14","190","2","240","170","C:\DBImages\O1\O1_0190.jpg","230","1.41","NA","235","190","C:\DBImages\O2\O2C_0043.jpg","1.24","NA","C"," 8","D","4.0","237.5","14.08","  NA","Kyne 239um","10-Feb-14","793","07-Nov-13","Drift net 4","00-Jan-00"," 39232"," 39485"," 253","21.2","21.3","00-Jan-00","  87005","  87080"," 75","do I add a mill?","TRUE"," TRUE"," TRUE","larvae in ethanol","","7/11/2013 15:29","8/11/2013 9:02","17:33","08-Nov-13","","NA"," 47848"," 2814.588","164.0"," 345384","  1","NA","NA","NA","","17.55000","NA","2013","311","12-Nov-13","Kambah Pool","965","07-Nov-13","Angle Crossing"," 209.326","19.420","7.312"," 5.465","95.178","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.08324","296.9168"," 7.716860","289.1999","20318.0248"," 3"," 3","hK1","NA","NA","NA",""
"K2013118-200","K2013118-200","200","798","B9","M. peelii","C:\DBImages\Larva\200.tif","10.932","11.338670","17","Alan Couch","NA","-24.26","17.37","3.18","0.85","Wild caught Murrumbidgee","2013A","B"," 9","NA","","10-Feb-14","200","2","280","220","C:\DBImages\O1\O1_0200.jpg","280","1.27"," 9","290","200","C:\DBImages\O2\O2D_0005.jpg","1.45"," 9","D"," 5","A"," NA","285.0","16.89"," 9.0","Kyne 282um","10-Feb-14","798","08-Nov-13","Drift net 1","00-Jan-00","202355","202702"," 347","21.9","21.1","00-Jan-00"," 297123"," 297204"," 81","?","TRUE"," TRUE"," TRUE","","","8/11/2013 16:50","9/11/2013 8:37","15:47","09-Nov-13","","NA"," 94849"," 6323.267","214.0"," 405316","  3","NA","NA","NA","","15.78333","NA","2013","312","12-Nov-13","Kambah Pool","966","08-Nov-13","Angle Crossing"," 225.466","19.604","7.194"," 5.415","94.333","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","16.89327","295.1067"," 7.594132","287.5126","16943.1860"," 3"," 3","hK1","NA","NA","NA",""
"K2013118-201","K2013118-201","201","798","B8","M. peelii","C:\DBImages\Larva\201.tif","10.517","10.908232","NA","Alan Couch","NA","-24.43","17.49","3.21","0.73","Wild caught Murrumbidgee","2013A","B"," 8","NA","","10-Feb-14","201","2","260","210","C:\DBImages\O1\O1_0201.jpg","260","1.24","10","260","200","C:\DBImages\O2\O2D_0006.jpg","1.30"," 9","D"," 6","A"," NA","260.0","15.41"," 9.5","","10-Feb-14","798","08-Nov-13","Drift net 1","00-Jan-00","202355","202702"," 347","21.9","21.1","00-Jan-00"," 297123"," 297204"," 81","?","TRUE"," TRUE"," TRUE","","","8/11/2013 16:50","9/11/2013 8:37","15:47","09-Nov-13","","NA"," 94849"," 6323.267","214.0"," 405316","  3","NA","NA","NA","","15.78333","NA","2013","312","12-Nov-13","Kambah Pool","966","08-Nov-13","Angle Crossing"," 225.466","19.604","7.194"," 5.415","94.333","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","15.41431","296.5857"," 7.594132","288.9916","18719.4169"," 3"," 3","hK1","NA","NA","NA",""
"K2013118-202","K2013118-202","202","798","B7","M. peelii","C:\DBImages\Larva\202.tif","10.328","10.712202","NA","Alan Couch","NA","-25.05","13.29","3.23","0.64","Wild caught Murrumbidgee","2013A","B"," 7","NA","","10-Feb-14","202","2","250","180","C:\DBImages\O1\O1_0202.jpg","250","1.39"," 9","250","180","C:\DBImages\O2\O2D_0007.jpg","1.39"," 8","D"," 7","A"," NA","250.0","14.82"," 8.5","","10-Feb-14","798","08-Nov-13","Drift net 1","00-Jan-00","202355","202702"," 347","21.9","21.1","00-Jan-00"," 297123"," 297204"," 81","?","TRUE"," TRUE"," TRUE","","","8/11/2013 16:50","9/11/2013 8:37","15:47","09-Nov-13","","NA"," 94849"," 6323.267","214.0"," 405316","  3","NA","NA","NA","","15.78333","NA","2013","312","12-Nov-13","Kambah Pool","966","08-Nov-13","Angle Crossing"," 225.466","19.604","7.194"," 5.415","94.333","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.82272","297.1773"," 7.594132","289.5831","19429.9093"," 8"," 8","hK3","NA","NA","NA",""
"K2013118-203","K2013118-203","203","799","B6","M. peelii","C:\DBImages\Larva\203.tif","11.005","11.414386","16","Alan Couch","NA","-24.58","13.32","3.22","0.97","Wild caught Murrumbidgee","2013A","B"," 6","NA","","10-Feb-14","203","2","250","160","C:\DBImages\O1\O1_0203.jpg","230","1.56"," 9","235","170","C:\DBImages\O2\O2D_0008.jpg","1.38","NA","D"," 8","A"," NA","242.5","14.38"," 9.0","Kyne 233um","10-Feb-14","799","08-Nov-13","Drift net 2","00-Jan-00","920937","921233"," 296","21.9","21.1","00-Jan-00"," 998660"," 998764","104","","TRUE"," TRUE"," TRUE","","","8/11/2013 16:51","9/11/2013 8:35","15:44","09-Nov-13","","NA"," 77827"," 5188.467","200.0"," 377600","  3","NA","NA","NA","","15.73333","NA","2013","312","12-Nov-13","Kambah Pool","966","08-Nov-13","Angle Crossing"," 225.466","19.604","7.194"," 5.415","94.333","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","14.37904","297.6210"," 7.594132","290.0268","19962.7786"," 8"," 8","hK3","NA","NA","NA",""
"K2013118-204","K2013118-204","204","799","B5","M. peelii","C:\DBImages\Larva\204.tif","10.495","10.885414","NA","Alan Couch","NA","-24.15","17.25","3.21","0.86","Wild caught Murrumbidgee","2013A","B"," 5","NA","","10-Feb-14","204","2","255","190","C:\DBImages\O1\O1_0204.jpg","250","1.34","NA","260","185","C:\DBImages\O2\O2D_0009.jpg","1.41"," 8","D"," 9","A"," NA","257.5","15.27","  NA","","10-Feb-14","799","08-Nov-13","Drift net 2","00-Jan-00","920937","921233"," 296","21.9","21.1","00-Jan-00"," 998660"," 998764","104","","TRUE"," TRUE"," TRUE","","","8/11/2013 16:51","9/11/2013 8:35","15:44","09-Nov-13","","NA"," 77827"," 5188.467","200.0"," 377600","  3","NA","NA","NA","","15.73333","NA","2013","312","12-Nov-13","Kambah Pool","966","08-Nov-13","Angle Crossing"," 225.466","19.604","7.194"," 5.415","94.333","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","15.26641","296.7336"," 7.594132","289.1395","18897.0400"," 3"," 3","hK1","NA","NA","NA",""
"K2013118-205","K2013118-205","205","799","B4","M. peelii","C:\DBImages\Larva\205.tif","11.308","11.728658","NA","Alan Couch","NA","-24.32","17.28","3.16","1.02","Wild caught Murrumbidgee","2013A","B"," 4","NA","","10-Feb-14","205","2","260","170","C:\DBImages\O1\O1_0205.jpg","250","1.53","10","270","200","C:\DBImages\O2\O2D_0010.jpg","1.35"," 9","D","10","A"," NA","265.0","15.71"," 9.5","","10-Feb-14","799","08-Nov-13","Drift net 2","00-Jan-00","920937","921233"," 296","21.9","21.1","00-Jan-00"," 998660"," 998764","104","","TRUE"," TRUE"," TRUE","","","8/11/2013 16:51","9/11/2013 8:35","15:44","09-Nov-13","","NA"," 77827"," 5188.467","200.0"," 377600","  3","NA","NA","NA","","15.73333","NA","2013","312","12-Nov-13","Kambah Pool","966","08-Nov-13","Angle Crossing"," 225.466","19.604","7.194"," 5.415","94.333","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40057","149.0146","S35°24’02.04”, E149°00’52.54”","-35.40038","149.0147","682959.3","6080670","554.0","229890.0","28825.0","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","15.71010","296.2899"," 7.594132","288.6958","18364.1707"," 3"," 3","hK1","NA","NA","NA",""
"L20131113-250","L20131113-250","250","809","F7","M. peelii","C:\DBImages\NoImage.jpg","10.650","11.046180","NA","Alan Couch","NA","-23.17","13.89","3.26","0.66","Wild caught Murrumbidgee","2013A","F"," 7","NA","","17-Jun-14","250","2","300","220","C:\DBImages\O1\O1_0250.jpg","300","1.36","NA","300","220","C:\DBImages\O2\NoImage.jpg","1.36"," 9","D","11","D"," NA","300.0","17.78","  NA","","20-Jun-14","809","13-Nov-13","Drift net 3","00-Jan-00","590387","590612"," 225","17.5","16.2","00-Jan-00"," 668956"," 668961","  5","","TRUE"," TRUE"," TRUE","other species (3)? In same bottle","","13/11/2013 15:22","14/11/2013 9:50","18:28","14-Nov-13","","NA"," 78574"," 4365.222","115.0"," 254840","  3","NA","NA"," 4","","18.46667","NA","2013","317","20-Nov-13","Lanyon","971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618"," 7.301","96.453","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","Angle Crossing","17.78064","299.2194","10.014008","289.2053"," 1032.7474"," 2"," 2","hL1","NA","NA","NA",""
"L20131113-254","L20131113-254","254","810","F3","M. peelii","C:\DBImages\NoImage.jpg"," 9.199"," 9.541203","NA","Alan Couch","NA","-24.47","13.33","3.38","0.49","Wild caught Murrumbidgee","2013A","F"," 3","NA","","17-Jun-14","254","2","280","200","C:\DBImages\O1\O1_0254.jpg","280","1.40","NA","300","210","C:\DBImages\O2\NoImage.jpg","1.43"," 7","D","15","D"," NA","290.0","17.19","  NA","","20-Jun-14","810","13-Nov-13","Drift net 4","00-Jan-00","243663","244140"," 477","17.5","16.2","00-Jan-00"," 373656"," 373895","239","Might need a mill added?","TRUE"," TRUE"," TRUE","or therabouts - all 2013 need checking and id and count under binoc. 13 other species. Separate bottle","","13/11/2013 15:20","14/11/2013 9:55","18:35","14-Nov-13","","NA","130232"," 7235.111","358.0"," 798340","  3","NA","NA","NA","","18.58333","NA","2013","317","20-Nov-13","Lanyon","971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618"," 7.301","96.453","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","Angle Crossing","17.18906","299.8109","10.014008","289.7969"," 1743.2398"," 2"," 2","hL1","NA","NA","NA",""
"L20131113-255","L20131113-255","255","810","F2","M. peelii","C:\DBImages\NoImage.jpg"," 9.047"," 9.383548","NA","Alan Couch","NA","-24.43","13.41","3.40","0.47","Wild caught Murrumbidgee","2013A","F"," 2","NA","","17-Jun-14","255","2","290","220","C:\DBImages\O1\O1_0255.jpg","290","1.32","NA","280","210","C:\DBImages\O2\NoImage.jpg","1.33","10","D"," 1","E"," NA","285.0","16.89","  NA","","20-Jun-14","810","13-Nov-13","Drift net 4","00-Jan-00","243663","244140"," 477","17.5","16.2","00-Jan-00"," 373656"," 373895","239","Might need a mill added?","TRUE"," TRUE"," TRUE","or therabouts - all 2013 need checking and id and count under binoc. 13 other species. Separate bottle","","13/11/2013 15:20","14/11/2013 9:55","18:35","14-Nov-13","","NA","130232"," 7235.111","358.0"," 798340","  3","NA","NA","NA","","18.58333","NA","2013","317","20-Nov-13","Lanyon","971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618"," 7.301","96.453","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","Angle Crossing","16.89327","300.1067","10.014008","290.0927"," 2098.4860"," 2"," 2","hL1","NA","NA","NA",""
"L20131113-256","L20131113-256","256","810","F1","M. peelii","C:\DBImages\NoImage.jpg"," 9.777","10.140704","NA","Alan Couch","NA","-23.94","13.77","3.33","0.59","Wild caught Murrumbidgee","2013A","F"," 1","NA","","17-Jun-14","256","2","270","220","C:\DBImages\O1\O1_0256.jpg","270","1.23","11","300","210","C:\DBImages\O2\NoImage.jpg","1.43","11","D"," 2","E"," NA","285.0","16.89","11.0","","20-Jun-14","810","13-Nov-13","Drift net 4","00-Jan-00","243663","244140"," 477","17.5","16.2","00-Jan-00"," 373656"," 373895","239","Might need a mill added?","TRUE"," TRUE"," TRUE","or therabouts - all 2013 need checking and id and count under binoc. 13 other species. Separate bottle","","13/11/2013 15:20","14/11/2013 9:55","18:35","14-Nov-13","","NA","130232"," 7235.111","358.0"," 798340","  3","NA","NA","NA","","18.58333","NA","2013","317","20-Nov-13","Lanyon","971","13-Nov-13","Angle Crossing"," 448.917","15.976","7.618"," 7.301","96.453","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","Angle Crossing","16.89327","300.1067","10.014008","290.0927"," 2098.4860"," 2"," 2","hL1","NA","NA","NA",""
"N20131111-206","N20131111-206","206","800","B3","M. peelii","C:\DBImages\Larva\206.tif","11.207","11.623900","NA","Alan Couch","NA","-22.88","12.83","3.13","1.09","Wild caught Murrumbidgee","2013A","B"," 3","NA","","10-Feb-14","206","2","290","230","C:\DBImages\O1\O1_0206.jpg","300","1.26"," 9","290","220","C:\DBImages\O2\O2D_0011.jpg","1.32"," 7","D","11","A"," NA","290.0","17.19"," 8.0","","10-Feb-14","800","11-Nov-13","Drift net 3","00-Jan-00","194677","195192"," 515","16.8","16.8","00-Jan-00"," 522346"," 522500","154","30 pull estimate","TRUE"," TRUE"," TRUE","","","11/11/2013 15:44","12/11/2013 9:40","17:56","12-Nov-13","","NA","327823","19283.706","334.5"," 719844","  6","NA","NA","NA","","17.93333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","17.18906","297.8109","10.464900","287.3460","33991.7398"," 9"," 9","hN2","NA","NA","NA",""
"N20131111-207","N20131111-207","207","800","B2","M. peelii","C:\DBImages\Larva\207.tif","11.409","11.833415","NA","Alan Couch","NA","-23.14","16.25","3.12","1.12","Wild caught Murrumbidgee","2013A","B"," 2","NA","","10-Feb-14","207","2","330","230","C:\DBImages\O1\O1_0207.jpg","300","1.43","NA","310","230","C:\DBImages\O2\O2D_0012.jpg","1.35"," 7","D","12","A"," NA","320.0","18.96","  NA","","10-Feb-14","800","11-Nov-13","Drift net 3","00-Jan-00","194677","195192"," 515","16.8","16.8","00-Jan-00"," 522346"," 522500","154","30 pull estimate","TRUE"," TRUE"," TRUE","","","11/11/2013 15:44","12/11/2013 9:40","17:56","12-Nov-13","","NA","327823","19283.706","334.5"," 719844","  6","NA","NA","NA","","17.93333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","18.96381","296.0362","10.464900","285.5713","31860.2626"," 9"," 9","hN2","NA","NA","NA",""
"N20131111-208","N20131111-208","208","800","B1","M. peelii","C:\DBImages\Larva\208.tif","11.417","11.841712","NA","Alan Couch","NA","-24.27","19.54","3.12","0.95","Wild caught Murrumbidgee","2013A","B"," 1","NA","","10-Feb-14","208","2","310","220","C:\DBImages\O1\O1_0208.jpg","300","1.41","14","320","220","C:\DBImages\O2\O2D_0013.jpg","1.45","13","D","13","A"," NA","315.0","18.67","13.5","","10-Feb-14","800","11-Nov-13","Drift net 3","00-Jan-00","194677","195192"," 515","16.8","16.8","00-Jan-00"," 522346"," 522500","154","30 pull estimate","TRUE"," TRUE"," TRUE","","","11/11/2013 15:44","12/11/2013 9:40","17:56","12-Nov-13","","NA","327823","19283.706","334.5"," 719844","  6","NA","NA","NA","","17.93333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","18.66802","296.3320","10.464900","285.8671","32215.5088"," 7"," 7","hK2","NA","NA","NA",""
"N20131111-209","N20131111-209","209","800","C1","M. peelii","C:\DBImages\Larva\209.tif","11.907","12.349940","NA","Alan Couch","NA","-23.60","13.82","3.13","0.98","Wild caught Murrumbidgee","2013A","C"," 1","NA","","10-Feb-14","209","2","300","230","C:\DBImages\O1\O1_0209.jpg","310","1.30","13","310","225","C:\DBImages\O2\O2D_0014.jpg","1.38","12","D"," 1","B"," NA","305.0","18.08","12.5","","10-Feb-14","800","11-Nov-13","Drift net 3","00-Jan-00","194677","195192"," 515","16.8","16.8","00-Jan-00"," 522346"," 522500","154","30 pull estimate","TRUE"," TRUE"," TRUE","","","11/11/2013 15:44","12/11/2013 9:40","17:56","12-Nov-13","","NA","327823","19283.706","334.5"," 719844","  6","NA","NA","NA","","17.93333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","18.07644","296.9236","10.464900","286.4587","32926.0012"," 7"," 7","hK2","NA","NA","NA",""
"N20131111-210","N20131111-210","210","800","C2","M. peelii","C:\DBImages\Larva\210.tif","12.057","12.505520","NA","Alan Couch","NA","-23.65","17.36","3.16","0.70","Wild caught Murrumbidgee","2013A","C"," 2","NA","","10-Feb-14","210","2","280","210","C:\DBImages\O1\O1_0210.jpg","270","1.33","14","280","205","C:\DBImages\O2\O2D_0015.jpg","1.37","11","D"," 2","B"," NA","280.0","16.60","12.5","","10-Feb-14","800","11-Nov-13","Drift net 3","00-Jan-00","194677","195192"," 515","16.8","16.8","00-Jan-00"," 522346"," 522500","154","30 pull estimate","TRUE"," TRUE"," TRUE","","","11/11/2013 15:44","12/11/2013 9:40","17:56","12-Nov-13","","NA","327823","19283.706","334.5"," 719844","  6","NA","NA","NA","","17.93333","NA","2013","315","12-Nov-13","Nerreman","969","11-Nov-13","Angle Crossing"," 302.987","15.300","7.498"," 5.450","92.982","6","Murrumbidgee","NA","NA","Nerreman","-35.29583","148.9651","S35°17’44.97”, E148°57’54.39”","-35.29589","148.9651","678679.3","6092379","512.0","229415.0","46228.8","47425","M2G Project Information Document","Topfer","Sample","0.19","32","2.5","Low gradient, confined valley with floodplain pockets","5","46","Angle Crossing","16.59748","298.4025","10.464900","287.9376","34702.2322"," 9"," 9","hN2","NA","NA","NA",""
