Label,LarvalRecords.LarvaID,CollectionEvent,RackNo,Species,LarvaePhoto,LarvaEthanolLength,LarvaLength,KnownAge,CollectedBy,LarvalRecords.Comments,Calculated Age,Delta13C,Delta15N,CNRatio,BodyWeight,SourceLarvae,LarvalRecords.CreatedDate,LarvalRecords.PlateID,LarvalRecords.Row,LarvalRecords.Column,LarvalRecords.NestID,LarvalOtoliths.LarvaID,OtolithCount,Otolith1Length,Otolith1Width,Otolith1Photo,PatsLength,Ratio1,Otolith1Rings,Otolith2Length,Otolith2Width,Otolith2Photo,Ratio2,Otolith2Rings,AblationSlide,AblationSlideColumn,AblationSlideRow,AblationCentralityScore,MeanOtolithLength,LarvalOtoliths.Comments,MeanDailyIncrements,LarvalOtoliths.CreatedDate,OLEstimateAge,Larva Collection.ID,Set Date,Net,Set Time,Set Flow Rotor Count,Set 30 Seconds Count,Set Rotor Delta,Water Temperature on Set,Water Temperature on Pull,Pull Time,Pull Flow Rotor Count,Pull 30 sec Rotor Count,Pull Rotor Delta,Larva Collection.Comments,Examined,Larvae Found,Cod Confirmed,Larvae Comments,Weather,cSettime,cPulltime,Soak Time,Pull Date,Larva Collection.Source,Depth (m),Total Rotor Delta,Delta per Hour,Average set and pull 30 sec delta,Av rotor if over whole soak time,Maccullochella larvae,Perca larvae,Cyprinus larvae,Other species,Location,SoakHours,OrigTotalRotor,YearOnly,Day of Year,Larva Collection.CreatedDate,SiteName,ACFlowAndWQ.ID,Datetime,ACFlowAndWQ.Station,DischargeMean,WaterTempMean,pH Instantaneous,TurbidityMean,DOInstantaneous,Sites.ID,RiverName,RiverSystemPart,Segment,Site Name,Latitude,Longitude,GPS Coordinates,new Latitude,new Longitude,X,Y,Elevation (m) from DEM,Distance from source (m),Distance to Angle Crossing (m),Distance_old,Sites.Source,AKA,Type,Slope,Width,Depth,Description,Fishing Access,Seg,Field0,ageOL,hatchDoY,incubTime,spawnDoY,Genetics.PlateID,Genetics.Row,Genetics.Column,raceCladeName,raceCladeNumber,CladeName,cladeNumber,cladeGoTName,Genetics.NestID,NestGoTName,Sibling,SiblingIDs,Genetics.Comments,Genetics.CreatedDate,nestMother
N20131111-223,223,801,D10,M. peelii,C:\DBImages\Larva\223.tif,11.434,11.8593448,,Alan Couch,,,-23.69,12.82,3.27,0.68,Wild caught Murrumbidgee,10-Feb-14,2013A,D,10.00,,223,2,270,220,C:\DBImages\O1\O1_0223.jpg,290,1.23,,285,220,C:\DBImages\O2\O2D_0028.jpg,1.30,10,D,1,C,,277.5,,,10-Feb-14,16.45,801,11-Nov-13,Drift net 4,00-Jan-00,87109,87525,416,16.80,16.80,00-Jan-00,243652,243777,125,estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night,TRUE,TRUE,TRUE,,,11/11/2013 15:45,12/11/2013 9:35,17:50,12-Nov-13,,,156668,9215.764706,270.5,578870,13,,,,,17.83333333,,2013,315,12-Nov-13,Nerreman,969,11-Nov-13,Angle Crossing,302.987,15.3,7.498,5.45,92.982,6,Murrumbidgee,,,Nerreman,-35.295825,148.965108,"S35°17’44.97”, E148°57’54.39”",-35.29589122,148.9650657,678679.3421,6092379.365,512,229415.0,46228.8,47425,M2G Project Information Document,Topfer,Sample,0.19,32,2.5,"Low gradient, confined valley with floodplain pockets",5,46,Angle Crossing,16.4495793,298.5504207,10.4649,288.0855207,BL3H,D,10.00,Pondi,1,hK1, 3,Unsullied,139N299,NA,TRUE,NA,NA,30-Jul-15,
N20131111-224,224,801,D9,M. peelii,C:\DBImages\Larva\224.tif,10.312,10.6956064,,Alan Couch,,,-23.35,17.16,3.44,0.35,Wild caught Murrumbidgee,10-Feb-14,2013A,D,9.00,,224,2,310,220,C:\DBImages\O1\O1_0224.jpg,300,1.41,11,300,220,C:\DBImages\O2\O2D_0029.jpg,1.36,,D,2,C,,305,,11,10-Feb-14,18.08,801,11-Nov-13,Drift net 4,00-Jan-00,87109,87525,416,16.80,16.80,00-Jan-00,243652,243777,125,estimate for pull 30 sec (based on mean) as chain broke asI pulled -  river came up a lot over night,TRUE,TRUE,TRUE,,,11/11/2013 15:45,12/11/2013 9:35,17:50,12-Nov-13,,,156668,9215.764706,270.5,578870,13,,,,,17.83333333,,2013,315,12-Nov-13,Nerreman,969,11-Nov-13,Angle Crossing,302.987,15.3,7.498,5.45,92.982,6,Murrumbidgee,,,Nerreman,-35.295825,148.965108,"S35°17’44.97”, E148°57’54.39”",-35.29589122,148.9650657,678679.3421,6092379.365,512,229415.0,46228.8,47425,M2G Project Information Document,Topfer,Sample,0.19,32,2.5,"Low gradient, confined valley with floodplain pockets",5,46,Angle Crossing,18.0764353,296.9235647,10.4649,286.4586647,BL3H,D,9.00,Pondi,1,hN2, 9,House Targaryen,114N296,NA,TRUE,NA,NA,30-Jul-15,
K20131111-225,225,802,D8,M. peelii,C:\DBImages\Larva\225.tif,10.02,10.392744,18,Alan Couch,,,-24.62,14.11,3.22,0.77,Wild caught Murrumbidgee,10-Feb-14,2013A,D,8.00,,225,2,355,230,C:\DBImages\O1\O1_0225.jpg,370,1.54,,340,225,C:\DBImages\O2\O2D_0030.jpg,1.51,,D,3,C,,347.5,Kyne 333um - maybe 19,,10-Feb-14,20.59,802,11-Nov-13,Drift net 6,00-Jan-00,515243,516320,1077,17.40,,00-Jan-00,1086647,1087222,575,added a mill,TRUE,TRUE,TRUE,Half contents lost at live pick…,,11/11/2013 16:20,12/11/2013 10:45,18:25,12-Nov-13,,,571979,31776.61111,826,1825460,1,,,1,,18.41666667,,2013,315,12-Nov-13,Kambah Pool,969,11-Nov-13,Angle Crossing,302.987,15.3,7.498,5.45,92.982,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,20.5906673,294.4093327,10.4649,283.9444327,BL3H,D,8.00,Mungee,3,hK5,11,House Arryn,-67K296,NA,TRUE,NA,NA,30-Jul-15,
T20131112-226,226,811,D7,M. peelii,C:\DBImages\Larva\226.tif,10.544,10.9362368,,Alan Couch,,,-23.60,14.00,3.21,0.88,Wild caught Murrumbidgee,10-Feb-14,2013A,D,7.00,,226,2,240,200,C:\DBImages\O1\O1_0226.jpg,250,1.20,7,245,190,C:\DBImages\O2\O2D_0031.jpg,1.29,7,D,4,C,,242.5,,7,10-Feb-14,14.38,811,12-Nov-13,Drift net 1,00-Jan-00,569343,570031,688,18.50,17.30,00-Jan-00,707125,707408,283,,TRUE,TRUE,TRUE,,,12/11/2013 15:06,13/11/2013 9:34,18:28,13-Nov-13,,,138065,7670.277778,485.5,1075868,1,,,,,18.46666667,,2013,316,20-Nov-13,Tharwa Sandwash,970,12-Nov-13,Angle Crossing,411.533,16.258,7.554,10.114,96.429,1,Murrumbidgee,,,Tharwa Sandwash,-35.525461,149.076692,"S35°31'31.66"", E149°04'36.09""",-35.527096,149.07622,688249.0455,6066518.972,570.7,226516.4,8343.7,8413,M2G Project Information Document,Tharwa,Sample,0.08,33,3.5,"Low gradient, confined valley with floodplain pockets",1,8,Angle Crossing,14.3790353,301.6209647,9.825914,291.7950507,BL3H,D,7.00,Pondi,1,hM1, 4,House Tyrell,-207T302,NA,FALSE,NA,NA,30-Jul-15,
K20131113-227,227,805,D6,M. peelii,C:\DBImages\Larva\227.tif,11.936,12.3800192,,Alan Couch,C and N may be wrong and need redoing,,-23.62,12.39,2.70,0.84,Wild caught Murrumbidgee,10-Feb-14,2013A,D,6.00,,227,2,340,250,C:\DBImages\O1\O1_0227.jpg,340,1.36,10,345,240,C:\DBImages\O2\O2D_0032.jpg,1.44,10,D,5,C,,342.5,,10,10-Feb-14,20.29,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,20.2948753,296.7051247,10.014008,286.6911167,BL3H,D,6.00,Pondi,1,hK4,10,House Arryn,-73K297,NA,TRUE,NA,NA,30-Jul-15,
K20131113-228,228,805,D5,M. peelii,C:\DBImages\Larva\228.tif,10.582,10.9756504,,Alan Couch,,,-24.33,13.59,3.32,0.61,Wild caught Murrumbidgee,10-Feb-14,2013A,D,5.00,,228,2,320,270,C:\DBImages\O1\O1_0228.jpg,320,1.19,,315,240,C:\DBImages\O2\O2D_0033.jpg,1.31,,D,6,C,,317.5,,,10-Feb-14,18.82,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,18.8159153,298.1840847,10.014008,288.1700767,BL3H,D,5.00,Pondi,1,hN1, 1,House Baratheon,-58K298,NA,FALSE,NA,NA,30-Jul-15,
K20131113-229,229,805,D4,M. peelii,C:\DBImages\Larva\229.tif,11.919,12.3623868,,Alan Couch,,,-24.45,13.20,3.22,0.77,Wild caught Murrumbidgee,10-Feb-14,2013A,D,4.00,,229,2,340,240,C:\DBImages\O1\O1_0229.jpg,340,1.42,11,340,240,C:\DBImages\O2\O2D_0034.jpg,1.42,,D,7,C,,340,,11,10-Feb-14,20.15,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,20.1469793,296.8530207,10.014008,286.8390127,BL3H,D,4.00,Pondi,1,hK3, 8,House Targaryen,-68K298,NA,TRUE,NA,NA,30-Jul-15,
K20131113-230,230,805,D3,M. peelii,C:\DBImages\Larva\230.tif,11.912,12.3551264,19,Alan Couch,,,-25.19,18.33,3.27,0.56,Wild caught Murrumbidgee,10-Feb-14,2013A,D,3.00,,230,2,330,240,C:\DBImages\O1\O1_0230.jpg,330,1.38,,320,245,C:\DBImages\O2\O2D_0035.jpg,1.31,,D,8,C,,325,Kyne 318um,,10-Feb-14,19.26,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,19.2596033,297.7403967,10.014008,287.7263887,BL3H,D,3.00,Pondi,1,hK1, 3,Unsullied,-61K298,NA,TRUE,NA,NA,30-Jul-15,
K20131113-231,231,805,D2,M. peelii,C:\DBImages\Larva\231.tif,11.641,12.0740452,,Alan Couch,,,-25.15,18.34,3.24,0.64,Wild caught Murrumbidgee,10-Feb-14,2013A,D,2.00,,231,2,320,250,C:\DBImages\O1\O1_0231.jpg,330,1.28,9,320,230,C:\DBImages\O2\O2D_0036.jpg,1.39,,D,9,C,,320,,9,10-Feb-14,18.96,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,18.9638113,298.0361887,10.014008,288.0221807,BL3H,D,2.00,Pondi,1,hK1, 3,Unsullied,-61K298,NA,TRUE,NA,NA,30-Jul-15,
K20131113-232,232,805,D1,M. peelii,C:\DBImages\Larva\232.tif,12.007,12.4536604,18,Alan Couch,,,-24.03,13.82,3.23,0.96,Wild caught Murrumbidgee,10-Feb-14,2013A,D,1.00,,232,2,325,250,C:\DBImages\O1\O1_0232.jpg,320,1.30,,320,245,C:\DBImages\O2\O2D_0037.jpg,1.31,7,D,10,C,,322.5,Kyne 327um - maybe 19,,10-Feb-14,19.11,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,19.1117073,297.8882927,10.014008,287.8742847,BL3H,D,1.00,Pondi,1,hK2, 7,House Lannister,-61K298,NA,FALSE,NA,NA,30-Jul-15,
K20131113-233,233,805,E1,M. peelii,C:\DBImages\Larva\233.tif,11.487,11.9143164,,Alan Couch,,,-24.82,14.05,3.25,0.77,Wild caught Murrumbidgee,10-Feb-14,2013A,E,1.00,,233,2,330,250,C:\DBImages\O1\O1_0233.jpg,320,1.32,16,335,250,C:\DBImages\O2\O2D_0038.jpg,1.34,8,D,11,C,,332.5,,12,10-Feb-14,19.70,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,19.7032913,297.2967087,10.014008,287.2827007,BL3H,E,1.00,Pondi,1,hK4,10,House Arryn,-66K298,NA,TRUE,NA,NA,30-Jul-15,
K20131113-234,234,805,E2,M. peelii,C:\DBImages\Larva\234.tif,11.488,11.9153536,,Alan Couch,,,-25.12,13.75,3.29,0.66,Wild caught Murrumbidgee,10-Feb-14,2013A,E,2.00,,234,2,290,200,C:\DBImages\O1\O1_0234.jpg,290,1.45,,295,210,C:\DBImages\O2\O2D_0039.jpg,1.40,5,D,12,C,,292.5,,,10-Feb-14,17.34,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,17.3369553,299.6630447,10.014008,289.6490367,BL3H,E,2.00,Pondi,1,hK2, 7,House Lannister,-55K300,NA,TRUE,NA,NA,30-Jul-15,
K20131113-235,235,805,E3,M. peelii,C:\DBImages\Larva\235.tif,10.176,10.5545472,,Alan Couch,head partly decomposed.,,-25.38,13.42,3.32,0.63,Wild caught Murrumbidgee,10-Feb-14,2013A,E,3.00,,235,1,345,,C:\DBImages\O1\O1_0235.jpg,,,,,235,C:\DBImages\O2\O2D_0040.jpg,,9,D,13,C,,345,head partly decomposed. Not sure why it is a blank photo on oto #1. Check slides. I have a feling Jolene got out-of-sync from this point for a while.,,10-Feb-14,20.44,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,20.4427713,296.5572287,10.014008,286.5432207,BL3H,E,3.00,Pondi,1,hK3, 8,House Targaryen,-77K297,NA,FALSE,NA,NA,30-Jul-15,
K20131113-236,236,805,E4,M. peelii,C:\DBImages\Larva\236.tif,11.586,12.0169992,,Alan Couch,,,-25.18,13.84,3.23,0.79,Wild caught Murrumbidgee,10-Feb-14,2013A,E,4.00,,236,2,325,250,C:\DBImages\O1\O1_0236.jpg,320,1.30,,310,245,C:\DBImages\O2\O2D_0041.jpg,1.27,,D,14,C,,317.5,,,10-Feb-14,18.82,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,18.8159153,298.1840847,10.014008,288.1700767,BL3H,E,4.00,Pondi,1,hM1, 4,House Tyrell,-58K298,NA,FALSE,NA,NA,30-Jul-15,
K20131113-237,237,805,E5,M. peelii,C:\DBImages\Larva\237.tif,9.914,10.2828008,,Alan Couch,,,-24.77,18.58,3.45,0.51,Wild caught Murrumbidgee,10-Feb-14,2013A,E,5.00,,237,2,340,250,C:\DBImages\O1\O1_0237.jpg,340,1.36,,330,,C:\DBImages\O2\O2D_0042.jpg,,,D,15,C,,335,,,10-Feb-14,19.85,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,19.8511873,297.1488127,10.014008,287.1348047,BL3H,E,5.00,Pondi,1,hK4,10,House Arryn,-73K297,NA,TRUE,NA,NA,30-Jul-15,
K20131113-238,238,805,E6,M. peelii,C:\DBImages\Larva\238.tif,10.725,11.12397,,Alan Couch,,,-24.50,13.53,3.33,0.63,Wild caught Murrumbidgee,10-Feb-14,2013A,E,6.00,,238,2,330,240,C:\DBImages\O1\O1_0238.jpg,320,1.38,,320,240,C:\DBImages\O2\NoImage.jpg,1.33,,D,1,D,,325,,,10-Feb-14,19.26,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,19.2596033,297.7403967,10.014008,287.7263887,BL3H,E,6.00,Pondi,1,hK3, 8,House Targaryen,-68K298,NA,TRUE,NA,NA,30-Jul-15,
K20131113-239,239,805,E7,M. peelii,C:\DBImages\Larva\239.tif,11.611,12.0429292,,Alan Couch,,,-24.88,14.18,3.29,0.77,Wild caught Murrumbidgee,10-Feb-14,2013A,E,7.00,,239,2,320,240,C:\DBImages\O1\O1_0239.jpg,330,1.33,10,330,235,C:\DBImages\O2\NoImage.jpg,1.40,9,D,2,D,,325,,9.5,10-Feb-14,19.26,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,19.2596033,297.7403967,10.014008,287.7263887,BL3H,E,7.00,Pondi,1,hK4,10,House Arryn,-66K298,NA,TRUE,NA,NA,30-Jul-15,
K20131113-240,240,805,E8,M. peelii,C:\DBImages\Larva\240.tif,12.178,12.6310216,,Alan Couch,,,-23.99,14.18,3.24,0.79,Wild caught Murrumbidgee,10-Feb-14,2013A,E,8.00,,240,2,335,250,C:\DBImages\O1\O1_0240.jpg,350,1.34,13,335,220,C:\DBImages\O2\NoImage.jpg,1.52,,D,3,D,,335,,13,10-Feb-14,19.85,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,19.8511873,297.1488127,10.014008,287.1348047,BL3H,E,8.00,Mungee,3,hK6,12,House Bolton,-74K297,NA,TRUE,NA,NA,30-Jul-15,
K20131113-241,241,805,E9,M. peelii,C:\DBImages\Larva\241.tif,11.104,11.5170688,,Alan Couch,,,-25.08,18.59,3.27,0.80,Wild caught Murrumbidgee,10-Feb-14,2013A,E,9.00,,241,2,315,240,C:\DBImages\O1\O1_0241.jpg,330,1.31,,330,235,C:\DBImages\O2\NoImage.jpg,1.40,6,D,4,D,,322.5,,,10-Feb-14,19.11,805,13-Nov-13,Drift net 6,00-Jan-00,87261,88107,846,18.30,,00-Jan-00,,,,Could not get out until 15th because of high flow danger. BUT pull date is calculated :(,TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle",,13/11/2013 17:01,14/11/2013 17:01,0:00,14-Nov-13,,,,,,,136,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,19.1117073,297.8882927,10.014008,287.8742847,BL3H,E,9.00,Pondi,1,hK1, 3,Unsullied,-61K298,NA,TRUE,NA,NA,30-Jul-15,
